"CÓDIGO CNAE","LINK CNAE","DESCRIÇÃO CNAE","CÓDIGO SERVIÇO","DESCRIÇÃO SERVIÇO","LOCAL DE RECOLHIMENTO - ISS"
"9319199","https://www.contabilizei.com.br/consulta-cnae/atividades-esportivas-e-de-recreacao-e-lazer/9319199-outras-atividades-esportivas-nao-especificadas-anteriormente/","Outras atividades esportivas não especificadas anteriormente","","",""
"9329802","https://www.contabilizei.com.br/consulta-cnae/atividades-esportivas-e-de-recreacao-e-lazer/9329802-exploracao-de-boliches/","Exploração de boliches","","",""
"9329803","https://www.contabilizei.com.br/consulta-cnae/atividades-esportivas-e-de-recreacao-e-lazer/9329803-exploracao-de-jogos-de-sinuca-bilhar-e-similares/","Exploração de jogos de sinuca, bilhar e similares","","",""
"9329804","https://www.contabilizei.com.br/consulta-cnae/atividades-esportivas-e-de-recreacao-e-lazer/9329804-exploracao-de-jogos-eletronicos-recreativos/","Exploração de jogos eletrônicos recreativos","","",""
"9329899","https://www.contabilizei.com.br/consulta-cnae/atividades-esportivas-e-de-recreacao-e-lazer/9329899-outras-atividades-de-recreacao-e-lazer-nao-especificadas-anteriormente/","Outras atividades de recreação e lazer não especificadas anteriormente","","",""
"9511800","https://www.contabilizei.com.br/consulta-cnae/reparacao-e-manutencao-de-equipamentos-de-informatica-e-comunicacao-e-de-objetos-pessoais-e-domesticos/9511800-reparacao-e-manutencao-de-computadores-e-de-equipamentos-perifericos/","Reparação e manutenção de computadores e de equipamentos periféricos","","",""
"9512600","https://www.contabilizei.com.br/consulta-cnae/reparacao-e-manutencao-de-equipamentos-de-informatica-e-comunicacao-e-de-objetos-pessoais-e-domesticos/9512600-reparacao-e-manutencao-de-equipamentos-de-comunicacao/","Reparação e manutenção de equipamentos de comunicação","","",""
"9521500","https://www.contabilizei.com.br/consulta-cnae/reparacao-e-manutencao-de-equipamentos-de-informatica-e-comunicacao-e-de-objetos-pessoais-e-domesticos/9521500-reparacao-e-manutencao-de-equipamentos-eletroeletronicos-de-uso-pessoal-e-domestico/","Reparação e manutenção de equipamentos eletroeletrônicos de uso pessoal e doméstico","","",""
"9529101","https://www.contabilizei.com.br/consulta-cnae/reparacao-e-manutencao-de-equipamentos-de-informatica-e-comunicacao-e-de-objetos-pessoais-e-domesticos/9529101-reparacao-de-calcados-bolsas-e-artigos-de-viagem/","Reparação de calçados, bolsas e artigos de viagem","","",""
"9529102","https://www.contabilizei.com.br/consulta-cnae/reparacao-e-manutencao-de-equipamentos-de-informatica-e-comunicacao-e-de-objetos-pessoais-e-domesticos/9529102-chaveiros/","Chaveiros","","",""
"9529103","https://www.contabilizei.com.br/consulta-cnae/reparacao-e-manutencao-de-equipamentos-de-informatica-e-comunicacao-e-de-objetos-pessoais-e-domesticos/9529103-reparacao-de-relogios/","Reparação de relógios","","",""
"9529104","https://www.contabilizei.com.br/consulta-cnae/reparacao-e-manutencao-de-equipamentos-de-informatica-e-comunicacao-e-de-objetos-pessoais-e-domesticos/9529104-reparacao-de-bicicletas-triciclos-e-outros-veiculos-nao-motorizados/","Reparação de bicicletas, triciclos e outros veículos não-motorizados","","",""
"9529105","https://www.contabilizei.com.br/consulta-cnae/reparacao-e-manutencao-de-equipamentos-de-informatica-e-comunicacao-e-de-objetos-pessoais-e-domesticos/9529105-reparacao-de-artigos-do-mobiliario/","Reparação de artigos do mobiliário","","",""
"9529106","https://www.contabilizei.com.br/consulta-cnae/reparacao-e-manutencao-de-equipamentos-de-informatica-e-comunicacao-e-de-objetos-pessoais-e-domesticos/9529106-reparacao-de-joias/","Reparação de jóias","","",""
"9529199","https://www.contabilizei.com.br/consulta-cnae/reparacao-e-manutencao-de-equipamentos-de-informatica-e-comunicacao-e-de-objetos-pessoais-e-domesticos/9529199-reparacao-e-manutencao-de-outros-objetos-e-equipamentos-pessoais-e-domesticos-nao-especificados-anteriormente/","Reparação e manutenção de outros objetos e equipamentos pessoais e domésticos não especificados anteriormente","","",""
"9601701","https://www.contabilizei.com.br/consulta-cnae/outras-atividades-de-servicos-pessoais/9601701-lavanderias/","Lavanderias","","",""
"9601702","https://www.contabilizei.com.br/consulta-cnae/outras-atividades-de-servicos-pessoais/9601702-tinturarias/","Tinturarias","","",""
"9601703","https://www.contabilizei.com.br/consulta-cnae/outras-atividades-de-servicos-pessoais/9601703-toalheiros/","Toalheiros","","",""
"9602501","https://www.contabilizei.com.br/consulta-cnae/outras-atividades-de-servicos-pessoais/9602501-cabeleireiros-manicure-e-pedicure/","Cabeleireiros, manicure e pedicure","","",""
"9602502","https://www.contabilizei.com.br/consulta-cnae/outras-atividades-de-servicos-pessoais/9602502-atividades-de-estetica-e-outros-servicos-de-cuidados-com-a-beleza/","Atividades de Estética e outros serviços de cuidados com a beleza","","",""
"9609202","https://www.contabilizei.com.br/consulta-cnae/outras-atividades-de-servicos-pessoais/9609202-agencias-matrimoniais/","Agências matrimoniais","","",""
"9609205","https://www.contabilizei.com.br/consulta-cnae/outras-atividades-de-servicos-pessoais/9609205-atividades-de-sauna-e-banhos/","Atividades de sauna e banhos","","",""
"9609206","https://www.contabilizei.com.br/consulta-cnae/outras-atividades-de-servicos-pessoais/9609206-servicos-de-tatuagem-e-colocacao-de-piercing/","Serviços de tatuagem e colocação de piercing","","",""
"9609207","https://www.contabilizei.com.br/consulta-cnae/outras-atividades-de-servicos-pessoais/9609207-alojamento-de-animais-domesticos/","Alojamento de animais domésticos","","",""
"9609208","https://www.contabilizei.com.br/consulta-cnae/outras-atividades-de-servicos-pessoais/9609208-higiene-e-embelezamento-de-animais-domesticos/","Higiene e embelezamento de animais domésticos","","",""
"9609299","https://www.contabilizei.com.br/consulta-cnae/outras-atividades-de-servicos-pessoais/9609299-outras-atividades-de-servicos-pessoais-nao-especificadas-anteriormente/","Outras atividades de serviços pessoais não especificadas anteriormente","","",""
"161003","https://www.contabilizei.com.br/consulta-cnae/agricultura-pecuaria-e-servicos-relacionados/0161003-servico-de-preparacao-de-terreno-cultivo-e-colheita/","Serviço de preparação de terreno, cultivo e colheita","","",""
"162803","https://www.contabilizei.com.br/consulta-cnae/agricultura-pecuaria-e-servicos-relacionados/0162803-servico-de-manejo-de-animais/","Serviço de manejo de animais","","",""
"322107","https://www.contabilizei.com.br/consulta-cnae/pesca-e-aquicultura/0322107-atividades-de-apoio-a-aquicultura-em-agua-doce/","Atividades de apoio à aqüicultura em água doce","","",""
"1099604","https://www.contabilizei.com.br/consulta-cnae/fabricacao-de-produtos-alimenticios/1099604-fabricacao-de-gelo-comum/","Fabricação de gelo comum","","",""
"3312102","https://www.contabilizei.com.br/consulta-cnae/manutencao-reparacao-e-instalacao-de-maquinas-e-equipamentos/3312102-manutencao-e-reparacao-de-aparelhos-e-instrumentos-de-medida-teste-e-controle/","Manutenção e reparação de aparelhos e instrumentos de medida, teste e controle","","",""
"3312103","https://www.contabilizei.com.br/consulta-cnae/manutencao-reparacao-e-instalacao-de-maquinas-e-equipamentos/3312103-manutencao-e-reparacao-de-aparelhos-eletromedicos-e-eletroterapeuticos-e-equipamentos-de-irradiacao/","Manutenção e reparação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação","","",""
"3312104","https://www.contabilizei.com.br/consulta-cnae/manutencao-reparacao-e-instalacao-de-maquinas-e-equipamentos/3312104-manutencao-e-reparacao-de-equipamentos-e-instrumentos-opticos/","Manutenção e reparação de equipamentos e instrumentos ópticos","","",""
"3313901","https://www.contabilizei.com.br/consulta-cnae/manutencao-reparacao-e-instalacao-de-maquinas-e-equipamentos/3313901-manutencao-e-reparacao-de-geradores-transformadores-e-motores-eletricos/","Manutenção e reparação de geradores, transformadores e motores elétricos","","",""
"3313902","https://www.contabilizei.com.br/consulta-cnae/manutencao-reparacao-e-instalacao-de-maquinas-e-equipamentos/3313902-manutencao-e-reparacao-de-baterias-e-acumuladores-eletricos-exceto-para-veiculos/","Manutenção e reparação de baterias e acumuladores elétricos, exceto para veículos","","",""
"3313999","https://www.contabilizei.com.br/consulta-cnae/manutencao-reparacao-e-instalacao-de-maquinas-e-equipamentos/3313999-manutencao-e-reparacao-de-maquinas-aparelhos-e-materiais-eletricos-nao-especificados-anteriormente/","Manutenção e reparação de máquinas, aparelhos e materiais elétricos não especificados anteriormente","","",""
"3314701","https://www.contabilizei.com.br/consulta-cnae/manutencao-reparacao-e-instalacao-de-maquinas-e-equipamentos/3314701-manutencao-e-reparacao-de-maquinas-motrizes-nao-eletricas/","Manutenção e reparação de máquinas motrizes não-elétricas","","",""
"3314702","https://www.contabilizei.com.br/consulta-cnae/manutencao-reparacao-e-instalacao-de-maquinas-e-equipamentos/3314702-manutencao-e-reparacao-de-equipamentos-hidraulicos-e-pneumaticos-exceto-valvulas/","Manutenção e reparação de equipamentos hidráulicos e pneumáticos, exceto válvulas","","",""
"3314703","https://www.contabilizei.com.br/consulta-cnae/manutencao-reparacao-e-instalacao-de-maquinas-e-equipamentos/3314703-manutencao-e-reparacao-de-valvulas-industriais/","Manutenção e reparação de válvulas industriais","","",""
"3314704","https://www.contabilizei.com.br/consulta-cnae/manutencao-reparacao-e-instalacao-de-maquinas-e-equipamentos/3314704-manutencao-e-reparacao-de-compressores/","Manutenção e reparação de compressores","","",""
"3314705","https://www.contabilizei.com.br/consulta-cnae/manutencao-reparacao-e-instalacao-de-maquinas-e-equipamentos/3314705-manutencao-e-reparacao-de-equipamentos-de-transmissao-para-fins-industriais/","Manutenção e reparação de equipamentos de transmissão para fins industriais","","",""
"3314706","https://www.contabilizei.com.br/consulta-cnae/manutencao-reparacao-e-instalacao-de-maquinas-e-equipamentos/3314706-manutencao-e-reparacao-de-maquinas-aparelhos-e-equipamentos-para-instalacoes-termicas/","Manutenção e reparação de máquinas, aparelhos e equipamentos para instalações térmicas","","",""
"3314707","https://www.contabilizei.com.br/consulta-cnae/manutencao-reparacao-e-instalacao-de-maquinas-e-equipamentos/3314707-manutencao-e-reparacao-de-maquinas-e-aparelhos-de-refrigeracao-e-ventilacao-para-uso-industrial-e-comercial/","Manutenção e reparação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial","","",""
"3314708","https://www.contabilizei.com.br/consulta-cnae/manutencao-reparacao-e-instalacao-de-maquinas-e-equipamentos/3314708-manutencao-e-reparacao-de-maquinas-equipamentos-e-aparelhos-para-transporte-e-elevacao-de-cargas/","Manutenção e reparação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas","","",""
"3314709","https://www.contabilizei.com.br/consulta-cnae/manutencao-reparacao-e-instalacao-de-maquinas-e-equipamentos/3314709-manutencao-e-reparacao-de-maquinas-de-escrever-calcular-e-de-outros-equipamentos-nao-eletronicos-para-escritorio/","Manutenção e reparação de máquinas de escrever, calcular e de outros equipamentos não-eletrônicos para escritório","","",""
"3314710","https://www.contabilizei.com.br/consulta-cnae/manutencao-reparacao-e-instalacao-de-maquinas-e-equipamentos/3314710-manutencao-e-reparacao-de-maquinas-e-equipamentos-para-uso-geral-nao-especificados-anteriormente/","Manutenção e reparação de máquinas e equipamentos para uso geral não especificados anteriormente","","",""
"3314711","https://www.contabilizei.com.br/consulta-cnae/manutencao-reparacao-e-instalacao-de-maquinas-e-equipamentos/3314711-manutencao-e-reparacao-de-maquinas-e-equipamentos-para-agricultura-e-pecuaria/","Manutenção e reparação de máquinas e equipamentos para agricultura e pecuária","","",""
"3314712","https://www.contabilizei.com.br/consulta-cnae/manutencao-reparacao-e-instalacao-de-maquinas-e-equipamentos/3314712-manutencao-e-reparacao-de-tratores-agricolas/","Manutenção e reparação de tratores agrícolas","","",""
"3314713","https://www.contabilizei.com.br/consulta-cnae/manutencao-reparacao-e-instalacao-de-maquinas-e-equipamentos/3314713-manutencao-e-reparacao-de-maquinas-ferramenta/","Manutenção e reparação de máquinas-ferramenta","","",""
"3314714","https://www.contabilizei.com.br/consulta-cnae/manutencao-reparacao-e-instalacao-de-maquinas-e-equipamentos/3314714-manutencao-e-reparacao-de-maquinas-e-equipamentos-para-a-prospeccao-e-extracao-de-petroleo/","Manutenção e reparação de máquinas e equipamentos para a prospecção e extração de petróleo","","",""
"3314715","https://www.contabilizei.com.br/consulta-cnae/manutencao-reparacao-e-instalacao-de-maquinas-e-equipamentos/3314715-manutencao-e-reparacao-de-maquinas-e-equipamentos-para-uso-na-extracao-mineral-exceto-na-extracao-de-petroleo/","Manutenção e reparação de máquinas e equipamentos para uso na extração mineral, exceto na extração de petróleo","","",""
"3314716","https://www.contabilizei.com.br/consulta-cnae/manutencao-reparacao-e-instalacao-de-maquinas-e-equipamentos/3314716-manutencao-e-reparacao-de-tratores-exceto-agricolas/","Manutenção e reparação de tratores, exceto agrícolas","","",""
"3314717","https://www.contabilizei.com.br/consulta-cnae/manutencao-reparacao-e-instalacao-de-maquinas-e-equipamentos/3314717-manutencao-e-reparacao-de-maquinas-e-equipamentos-de-terraplenagem-pavimentacao-e-construcao-exceto-tratores/","Manutenção e reparação de máquinas e equipamentos de terraplenagem, pavimentação e construção, exceto tratores","","",""
"3314718","https://www.contabilizei.com.br/consulta-cnae/manutencao-reparacao-e-instalacao-de-maquinas-e-equipamentos/3314718-manutencao-e-reparacao-de-maquinas-para-a-industria-metalurgica-exceto-maquinas-ferramenta/","Manutenção e reparação de máquinas para a indústria metalúrgica, exceto máquinas-ferramenta","","",""
"3314719","https://www.contabilizei.com.br/consulta-cnae/manutencao-reparacao-e-instalacao-de-maquinas-e-equipamentos/3314719-manutencao-e-reparacao-de-maquinas-e-equipamentos-para-as-industrias-de-alimentos-bebidas-e-fumo/","Manutenção e reparação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo","","",""
"3314720","https://www.contabilizei.com.br/consulta-cnae/manutencao-reparacao-e-instalacao-de-maquinas-e-equipamentos/3314720-manutencao-e-reparacao-de-maquinas-e-equipamentos-para-a-industria-textil-do-vestuario-do-couro-e-calcados/","Manutenção e reparação de máquinas e equipamentos para a indústria têxtil, do vestuário, do couro e calçados","","",""
"3314721","https://www.contabilizei.com.br/consulta-cnae/manutencao-reparacao-e-instalacao-de-maquinas-e-equipamentos/3314721-manutencao-e-reparacao-de-maquinas-e-aparelhos-para-a-industria-de-celulose-papel-e-papelao-e-artefatos/","Manutenção e reparação de máquinas e aparelhos para a indústria de celulose, papel e papelão e artefatos","","",""
"3314722","https://www.contabilizei.com.br/consulta-cnae/manutencao-reparacao-e-instalacao-de-maquinas-e-equipamentos/3314722-manutencao-e-reparacao-de-maquinas-e-aparelhos-para-a-industria-do-plastico/","Manutenção e reparação de máquinas e aparelhos para a indústria do plástico","","",""
"3314799","https://www.contabilizei.com.br/consulta-cnae/manutencao-reparacao-e-instalacao-de-maquinas-e-equipamentos/3314799-manutencao-e-reparacao-de-outras-maquinas-e-equipamentos-para-usos-industriais-nao-especificados-anteriormente/","Manutenção e reparação de outras máquinas e equipamentos para usos industriais não especificados anteriormente","","",""
"3315500","https://www.contabilizei.com.br/consulta-cnae/manutencao-reparacao-e-instalacao-de-maquinas-e-equipamentos/3315500-manutencao-e-reparacao-de-veiculos-ferroviarios/","Manutenção e reparação de veículos ferroviários","","",""
"3316301","https://www.contabilizei.com.br/consulta-cnae/manutencao-reparacao-e-instalacao-de-maquinas-e-equipamentos/3316301-manutencao-e-reparacao-de-aeronaves-exceto-a-manutencao-na-pista/","Manutenção e reparação de aeronaves, exceto a manutenção na pista","","",""
"3316302","https://www.contabilizei.com.br/consulta-cnae/manutencao-reparacao-e-instalacao-de-maquinas-e-equipamentos/3316302-manutencao-de-aeronaves-na-pista/","Manutenção de aeronaves na pista","","",""
"3317101","https://www.contabilizei.com.br/consulta-cnae/manutencao-reparacao-e-instalacao-de-maquinas-e-equipamentos/3317101-manutencao-e-reparacao-de-embarcacoes-e-estruturas-flutuantes/","Manutenção e reparação de embarcações e estruturas flutuantes","","",""
"3317102","https://www.contabilizei.com.br/consulta-cnae/manutencao-reparacao-e-instalacao-de-maquinas-e-equipamentos/3317102-manutencao-e-reparacao-de-embarcacoes-para-esporte-e-lazer/","Manutenção e reparação de embarcações para esporte e lazer","","",""
"3319800","https://www.contabilizei.com.br/consulta-cnae/manutencao-reparacao-e-instalacao-de-maquinas-e-equipamentos/3319800-manutencao-e-reparacao-de-equipamentos-e-produtos-nao-especificados-anteriormente/","Manutenção e reparação de equipamentos e produtos não especificados anteriormente","","",""
"3321000","https://www.contabilizei.com.br/consulta-cnae/manutencao-reparacao-e-instalacao-de-maquinas-e-equipamentos/3321000-instalacao-de-maquinas-e-equipamentos-industriais/","Instalação de máquinas e equipamentos industriais","","",""
"4211102","https://www.contabilizei.com.br/consulta-cnae/obras-de-infra-estrutura/4211102-pintura-para-sinalizacao-em-pistas-rodoviarias-e-aeroportos/","Pintura para sinalização em pistas rodoviárias e aeroportos","","",""
"4221903","https://www.contabilizei.com.br/consulta-cnae/obras-de-infra-estrutura/4221903-manutencao-de-redes-de-distribuicao-de-energia-eletrica/","Manutenção de redes de distribuição de energia elétrica","","",""
"4221905","https://www.contabilizei.com.br/consulta-cnae/obras-de-infra-estrutura/4221905-manutencao-de-estacoes-e-redes-de-telecomunicacoes/","Manutenção de estações e redes de telecomunicações","","",""
"4313400","https://www.contabilizei.com.br/consulta-cnae/servicos-especializados-para-construcao/4313400-obras-de-terraplenagem/","Obras de terraplenagem","","",""
"4321500","https://www.contabilizei.com.br/consulta-cnae/servicos-especializados-para-construcao/4321500-instalacao-e-manutencao-eletrica/","Instalação e manutenção elétrica","","",""
"4322301","https://www.contabilizei.com.br/consulta-cnae/servicos-especializados-para-construcao/4322301-instalacoes-hidraulicas-sanitarias-e-de-gas/","Instalações hidráulicas, sanitárias e de gás","","",""
"4322302","https://www.contabilizei.com.br/consulta-cnae/servicos-especializados-para-construcao/4322302-instalacao-e-manutencao-de-sistemas-centrais-de-ar-condicionado-de-ventilacao-e-refrigeracao/","Instalação e manutenção de sistemas centrais de ar condicionado, de ventilação e refrigeração","","",""
"4322303","https://www.contabilizei.com.br/consulta-cnae/servicos-especializados-para-construcao/4322303-instalacoes-de-sistema-de-prevencao-contra-incendio/","Instalações de sistema de prevenção contra incêndio","","",""
"4329101","https://www.contabilizei.com.br/consulta-cnae/servicos-especializados-para-construcao/4329101-instalacao-de-paineis-publicitarios/","Instalação de painéis publicitários","","",""
"4329102","https://www.contabilizei.com.br/consulta-cnae/servicos-especializados-para-construcao/4329102-instalacao-de-equipamentos-para-orientacao-a-navegacao-maritima-fluvial-e-lacustre/","Instalação de equipamentos para orientação à navegação marítima, fluvial e lacustre","","",""
"4329103","https://www.contabilizei.com.br/consulta-cnae/servicos-especializados-para-construcao/4329103-instalacao-manutencao-e-reparacao-de-elevadores-escadas-e-esteiras-rolantes/","Instalação, manutenção e reparação de elevadores, escadas e esteiras rolantes","","",""
"4329104","https://www.contabilizei.com.br/consulta-cnae/servicos-especializados-para-construcao/4329104-montagem-e-instalacao-de-sistemas-e-equipamentos-de-iluminacao-e-sinalizacao-em-vias-publicas-portos-e-aeroportos/","Montagem e instalação de sistemas e equipamentos de iluminação e sinalização em vias públicas, portos e aeroportos","","",""
"4329105","https://www.contabilizei.com.br/consulta-cnae/servicos-especializados-para-construcao/4329105-tratamentos-termicos-acusticos-ou-de-vibracao/","Tratamentos térmicos, acústicos ou de vibração","","",""
"4399102","https://www.contabilizei.com.br/consulta-cnae/servicos-especializados-para-construcao/4399102-montagem-e-desmontagem-de-andaimes-e-outras-estruturas-temporarias/","Montagem e desmontagem de andaimes e outras estruturas temporárias","","",""
"4511101","https://www.contabilizei.com.br/consulta-cnae/comercio-e-reparacao-de-veiculos-automotores-e-motocicletas/4511101-comercio-a-varejo-de-automoveis-camionetas-e-utilitarios-novos/","Comércio a varejo de automóveis, camionetas e utilitários novos","","",""
"4520001","https://www.contabilizei.com.br/consulta-cnae/comercio-e-reparacao-de-veiculos-automotores-e-motocicletas/4520001-servicos-de-manutencao-e-reparacao-mecanica-de-veiculos-automotores/","Serviços de manutenção e reparação mecânica de veículos automotores","","",""
"4520002","https://www.contabilizei.com.br/consulta-cnae/comercio-e-reparacao-de-veiculos-automotores-e-motocicletas/4520002-servicos-de-lanternagem-ou-funilaria-e-pintura-de-veiculos-automotores/","Serviços de lanternagem ou funilaria e pintura de veículos automotores","","",""
"4520003","https://www.contabilizei.com.br/consulta-cnae/comercio-e-reparacao-de-veiculos-automotores-e-motocicletas/4520003-servicos-de-manutencao-e-reparacao-eletrica-de-veiculos-automotores/","Serviços de manutenção e reparação elétrica de veículos automotores","","",""
"4520004","https://www.contabilizei.com.br/consulta-cnae/comercio-e-reparacao-de-veiculos-automotores-e-motocicletas/4520004-servicos-de-alinhamento-e-balanceamento-de-veiculos-automotores/","Serviços de alinhamento e balanceamento de veículos automotores","","",""
"4520005","https://www.contabilizei.com.br/consulta-cnae/comercio-e-reparacao-de-veiculos-automotores-e-motocicletas/4520005-servicos-de-lavagem-lubrificacao-e-polimento-de-veiculos-automotores/","Serviços de lavagem, lubrificação e polimento de veículos automotores","","",""
"4520006","https://www.contabilizei.com.br/consulta-cnae/comercio-e-reparacao-de-veiculos-automotores-e-motocicletas/4520006-servicos-de-borracharia-para-veiculos-automotores/","Serviços de borracharia para veículos automotores","","",""
"4520007","https://www.contabilizei.com.br/consulta-cnae/comercio-e-reparacao-de-veiculos-automotores-e-motocicletas/4520007-servicos-de-instalacao-manutencao-e-reparacao-de-acessorios-para-veiculos-automotores/","Serviços de instalação, manutenção e reparação de acessórios para veículos automotores","","",""
"4520008","https://www.contabilizei.com.br/consulta-cnae/comercio-e-reparacao-de-veiculos-automotores-e-motocicletas/4520008-servicos-de-capotaria/","Serviços de capotaria","","",""
"4530701","https://www.contabilizei.com.br/consulta-cnae/comercio-e-reparacao-de-veiculos-automotores-e-motocicletas/4530701-comercio-por-atacado-de-pecas-e-acessorios-novos-para-veiculos-automotores/","Comércio por atacado de peças e acessórios novos para veículos automotores","","",""
"4541203","https://www.contabilizei.com.br/consulta-cnae/comercio-e-reparacao-de-veiculos-automotores-e-motocicletas/4541203-comercio-a-varejo-de-motocicletas-e-motonetas-novas/","Comércio a varejo de motocicletas e motonetas novas","","",""
"4541204","https://www.contabilizei.com.br/consulta-cnae/comercio-e-reparacao-de-veiculos-automotores-e-motocicletas/4541204-comercio-a-varejo-de-motocicletas-e-motonetas-usadas/","Comércio a varejo de motocicletas e motonetas usadas","","",""
"4543900","https://www.contabilizei.com.br/consulta-cnae/comercio-e-reparacao-de-veiculos-automotores-e-motocicletas/4543900-manutencao-e-reparacao-de-motocicletas-e-motonetas/","Manutenção e reparação de motocicletas e motonetas","","",""
"4722902","https://www.contabilizei.com.br/consulta-cnae/comercio-varejista/4722902-peixaria/","Peixaria","","",""
"4729602","https://www.contabilizei.com.br/consulta-cnae/comercio-varejista/4729602-comercio-varejista-de-mercadorias-em-lojas-de-conveniencia/","Comércio varejista de mercadorias em lojas de conveniência","","",""
"4741500","https://www.contabilizei.com.br/consulta-cnae/comercio-varejista/4741500-comercio-varejista-de-tintas-e-materiais-para-pintura/","Comércio varejista de tintas e materiais para pintura","","",""
"4742300","https://www.contabilizei.com.br/consulta-cnae/comercio-varejista/4742300-comercio-varejista-de-material-eletrico/","Comércio varejista de material elétrico","","",""
"4744001","https://www.contabilizei.com.br/consulta-cnae/comercio-varejista/4744001-comercio-varejista-de-ferragens-e-ferramentas/","Comércio varejista de ferragens e ferramentas","","",""
"4744003","https://www.contabilizei.com.br/consulta-cnae/comercio-varejista/4744003-comercio-varejista-de-materiais-hidraulicos/","Comércio varejista de materiais hidráulicos","","",""
"4744004","https://www.contabilizei.com.br/consulta-cnae/comercio-varejista/4744004-comercio-varejista-de-cal-areia-pedra-britada-tijolos-e-telhas/","Comércio varejista de cal, areia, pedra britada, tijolos e telhas","","",""
"4744005","https://www.contabilizei.com.br/consulta-cnae/comercio-varejista/4744005-comercio-varejista-de-materiais-de-construcao-nao-especificados-anteriormente/","Comércio varejista de materiais de construção não especificados anteriormente","","",""
"4744006","https://www.contabilizei.com.br/consulta-cnae/comercio-varejista/4744006-comercio-varejista-de-pedras-para-revestimento/","Comércio varejista de pedras para revestimento","","",""
"4744099","https://www.contabilizei.com.br/consulta-cnae/comercio-varejista/4744099-comercio-varejista-de-materiais-de-construcao-em-geral/","Comércio varejista de materiais de construção em geral","","",""
"4763605","https://www.contabilizei.com.br/consulta-cnae/comercio-varejista/4763605-comercio-varejista-de-embarcacoes-e-outros-veiculos-recreativos-pecas-e-acessorios/","Comércio varejista de embarcações e outros veículos recreativos peças e acessórios","","",""
"4771704","https://www.contabilizei.com.br/consulta-cnae/comercio-varejista/4771704-comercio-varejista-de-medicamentos-veterinarios/","Comércio varejista de medicamentos veterinários","","",""
"4773300","https://www.contabilizei.com.br/consulta-cnae/comercio-varejista/4773300-comercio-varejista-de-artigos-medicos-e-ortopedicos/","Comércio varejista de artigos médicos e ortopédicos","","",""
"4789005","https://www.contabilizei.com.br/consulta-cnae/comercio-varejista/4789005-comercio-varejista-de-produtos-saneantes-domissanitarios/","Comércio varejista de produtos saneantes domissanitários","","",""
"4789006","https://www.contabilizei.com.br/consulta-cnae/comercio-varejista/4789006-comercio-varejista-de-fogos-de-artificio-e-artigos-pirotecnicos/","Comércio varejista de fogos de artifício e artigos pirotécnicos","","",""
"4789009","https://www.contabilizei.com.br/consulta-cnae/comercio-varejista/4789009-comercio-varejista-de-armas-e-municoes/","Comércio varejista de armas e munições","","",""
"5211702","https://www.contabilizei.com.br/consulta-cnae/armazenamento-e-atividades-auxiliares-dos-transportes/5211702-guarda-moveis/","Guarda-móveis","","",""
"5320201","https://www.contabilizei.com.br/consulta-cnae/correio-e-outras-atividades-de-entrega/5320201-servicos-de-malote-nao-realizados-pelo-correio-nacional/","Serviços de malote não realizados pelo Correio Nacional","","",""
"5320202","https://www.contabilizei.com.br/consulta-cnae/correio-e-outras-atividades-de-entrega/5320202-servicos-de-entrega-rapida/","Serviços de entrega rápida","","",""
"5510801","https://www.contabilizei.com.br/consulta-cnae/alojamento/5510801-hoteis/","Hotéis","","",""
"5510802","https://www.contabilizei.com.br/consulta-cnae/alojamento/5510802-apart-hoteis/","Apart-hotéis","","",""
"5510803","https://www.contabilizei.com.br/consulta-cnae/alojamento/5510803-moteis/","Motéis","","",""
"5590601","https://www.contabilizei.com.br/consulta-cnae/alojamento/5590601-albergues-exceto-assistenciais/","Albergues, exceto assistenciais","","",""
"5590602","https://www.contabilizei.com.br/consulta-cnae/alojamento/5590602-campings/","Campings","","",""
"5590603","https://www.contabilizei.com.br/consulta-cnae/alojamento/5590603-pensoes-alojamento/","Pensões (alojamento)","","",""
"5590699","https://www.contabilizei.com.br/consulta-cnae/alojamento/5590699-outros-alojamentos-nao-especificados-anteriormente/","Outros alojamentos não especificados anteriormente","","",""
"5620102","https://www.contabilizei.com.br/consulta-cnae/alimentacao/5620102-servicos-de-alimentacao-para-eventos-e-recepcoes-bufe/","Serviços de alimentação para eventos e recepções – bufê","","",""
"5620102","https://www.contabilizei.com.br/consulta-cnae/alimentacao/5620102-servicos-de-alimentacao-para-eventos-e-recepcoes-bufe/","Serviços de alimentação para eventos e recepções – bufê","","",""
"5811500","https://www.contabilizei.com.br/consulta-cnae/edicao-e-edicao-integrada-a-impressao/5811500-edicao-de-livros/","Edição de livros","","",""
"5812301","https://www.contabilizei.com.br/consulta-cnae/edicao-e-edicao-integrada-a-impressao/5812301-edicao-de-jornais-diarios/","Edição de jornais diários","","",""
"5812302","https://www.contabilizei.com.br/consulta-cnae/edicao-e-edicao-integrada-a-impressao/5812302-edicao-de-jornais-nao-diarios/","Edição de jornais não diários","","",""
"5813100","https://www.contabilizei.com.br/consulta-cnae/edicao-e-edicao-integrada-a-impressao/5813100-edicao-de-revistas/","Edição de revistas","","",""
